
     0.450000      1.72600  0.000251952
     0.500000      1.72600  0.000252339
     0.530000      1.72600  0.000249319
     0.550000      1.72600  0.000251316
     0.580000      1.72600  0.000247946
     0.610000      1.72600  0.000251111
     0.630000      1.72600  0.000253567
     0.650000      1.72600  0.000255228
     0.680000      1.72600  0.000257706
     0.710000      1.72600  0.000259113
     0.730000      1.72600  0.000263062
     0.750000      1.72600  0.000267287
     0.780000      1.72600  0.000280969
     0.800000      1.72600  0.000296276
     0.830000      1.72600  0.000333038
     0.850000      1.72600  0.000371340
     0.880000      1.72600  0.000441742
     0.900000      1.72600  0.000491263
     0.930000      1.72600  0.000554530
     0.950000      1.72600  0.000577303
     0.980000      1.72600  0.000586802
      1.00000      1.72600  0.000578326
      1.02000      1.72600  0.000553737
      1.05000      1.72600  0.000494232
      1.07000      1.72600  0.000449189
      1.10000      1.72600  0.000389692
      1.12000      1.72600  0.000361004
      1.15000      1.72600  0.000328203
      1.17000      1.72600  0.000315283
      1.20000      1.72600  0.000307972
      1.22000      1.72600  0.000306169
      1.25000      1.72600  0.000303830
      1.27000      1.72600  0.000302523
      1.30000      1.72600  0.000297414
      1.32000      1.72600  0.000295211
      1.35000      1.72600  0.000292475
      1.37000      1.72600  0.000291577
      1.40000      1.72600  0.000292448
      1.42000      1.72600  0.000290139
      1.45000      1.72600  0.000292219
      1.47000      1.72600  0.000294871
      1.49000      1.72600  0.000298295
      1.50000      1.72600  0.000300764
      1.52000      1.72600  0.000306262
      1.55000      1.72600  0.000315110
      1.57000      1.72600  0.000322595
      1.60000      1.72600  0.000337811
      1.62000      1.72600  0.000347584
      1.68000      1.72600  0.000387781
      1.74000      1.72600  0.000433989
      1.80000      1.72600  0.000481181
      1.85000      1.72600  0.000516589
      1.91000      1.72600  0.000540555
      1.97000      1.72600  0.000576609
      2.03000      1.72600  0.000596150
      2.08000      1.72600  0.000599270
      2.14000      1.72600  0.000597377
      2.20000      1.72600  0.000590006
      2.25000      1.72600  0.000583710
      2.31000      1.72600  0.000562903
      2.35000      1.72600  0.000545277
      2.40000      1.72600  0.000519026
      2.45000      1.72600  0.000488077
      2.50000      1.72600  0.000466039
