
     0.450000      1.82700  5.45408e-05
     0.500000      1.82700  4.35952e-05
     0.530000      1.82700  3.74770e-05
     0.550000      1.82700  3.48529e-05
     0.580000      1.82700  3.38880e-05
     0.610000      1.82700  3.45776e-05
     0.630000      1.82700  3.55817e-05
     0.650000      1.82700  3.54761e-05
     0.680000      1.82700  3.62389e-05
     0.710000      1.82700  3.89680e-05
     0.730000      1.82700  4.19113e-05
     0.750000      1.82700  4.58631e-05
     0.780000      1.82700  5.38674e-05
     0.800000      1.82700  6.05313e-05
     0.830000      1.82700  7.18537e-05
     0.850000      1.82700  7.95106e-05
     0.880000      1.82700  9.08046e-05
     0.900000      1.82700  9.85584e-05
     0.930000      1.82700  0.000112637
     0.950000      1.82700  0.000125059
     0.980000      1.82700  0.000147174
      1.00000      1.82700  0.000163551
      1.02000      1.82700  0.000178122
      1.05000      1.82700  0.000193038
      1.07000      1.82700  0.000195844
      1.10000      1.82700  0.000188711
      1.12000      1.82700  0.000180789
      1.15000      1.82700  0.000169348
      1.17000      1.82700  0.000164071
      1.20000      1.82700  0.000159891
      1.22000      1.82700  0.000158020
      1.25000      1.82700  0.000154939
      1.27000      1.82700  0.000151619
      1.30000      1.82700  0.000145690
      1.32000      1.82700  0.000140251
      1.35000      1.82700  0.000131201
      1.37000      1.82700  0.000125137
      1.40000      1.82700  0.000114876
      1.42000      1.82700  0.000106691
      1.45000      1.82700  9.63761e-05
      1.47000      1.82700  9.01804e-05
      1.49000      1.82700  8.43945e-05
      1.50000      1.82700  8.18963e-05
      1.52000      1.82700  7.73968e-05
      1.55000      1.82700  7.16756e-05
      1.57000      1.82700  6.88148e-05
      1.60000      1.82700  6.55097e-05
      1.62000      1.82700  6.38989e-05
      1.68000      1.82700  6.14911e-05
      1.74000      1.82700  6.16227e-05
      1.80000      1.82700  6.29801e-05
      1.85000      1.82700  6.42481e-05
      1.91000      1.82700  6.74433e-05
      1.97000      1.82700  6.95768e-05
      2.03000      1.82700  6.99846e-05
      2.08000      1.82700  7.06997e-05
      2.14000      1.82700  7.13632e-05
      2.20000      1.82700  7.21832e-05
      2.25000      1.82700  7.32529e-05
      2.31000      1.82700  7.59330e-05
      2.35000      1.82700  7.64092e-05
      2.40000      1.82700  7.77116e-05
      2.45000      1.82700  7.91960e-05
      2.50000      1.82700  8.08849e-05
