Optical Constants derived by Shkuratov et al. Theory and SK-K Analysis
Wavelength    real index    im index
1715.044248    1.8301633768115595    5.21224548946e-05
1725.663717    1.8301820837998966    5.43060763227e-05
1744.247788    1.8301622753830884    5.73090707252e-05
1757.522124    1.830178196114011    5.92439128916e-05
1778.761062    1.8301580862449065    6.25512985408e-05
1792.035398    1.8301806140050527    6.51654613053e-05
1813.274336    1.8301680104571685    6.81646546144e-05
1834.513274    1.8301694108263828    7.18579453846e-05
1855.752212    1.830175439210461    7.44902869401e-05
1882.300885    1.830177309611101    7.67920666833e-05
1914.159292    1.8301720363832275    7.93642010385e-05
1943.362832    1.8301828383965633    8.1882633738e-05
1980.530973    1.8301768846511328    8.34486950139e-05
2015.044248    1.8301780124267875    8.55870066253e-05
2044.247788    1.8301903762999305    8.68273980331e-05
2081.415929    1.8301904162265332    8.84060779718e-05
2123.893805    1.8301844249897095    8.94892171804e-05
2158.40708    1.8301908028589327    9.09434169878e-05
2187.610619    1.830208073202659    8.78111537029e-05
2232.743363    1.830195712936341    8.60343862106e-05
2272.566372    1.8301799229947693    8.40263580477e-05
2291.150442    1.8302204060981164    8.19340815143e-05
2320.353982    1.8302030833265468    8.09122958723e-05
2352.212389    1.8301959495289395    8.06482595245e-05
2376.106195    1.8302028500690466    8.07794322159e-05
2394.690265    1.8303877322672202    8.00371650937e-05
